SAMPNO,SUBDATE,Lead,Result (Pb),Copper,Result (Cu),ADDRESS,CITY,ZIP CODE,Site_Code,Service Line Material,Sample Location
LG17631,24-Feb-16,Lead,0,Copper,0,BLANCHARD  ,FLINT,48503,FS1638,Copper,KITCHEN
LG17632,24-Feb-16,Lead,0,Copper,190,BURROUGHS  ,FLINT,48507,FS1442,Copper,KITCHEN
LG17633,24-Feb-16,Lead,8,Copper,0,BLANCHARD  ,FLINT,48503,FS2376,Galvanized,KITCHEN
LG17634,24-Feb-16,Lead,1,Copper,0,BLANCHARD  ,FLINT,48503,FS1728,Copper,KITCHEN
LG17635,24-Feb-16,Lead,7,Copper,50,LINWOOD  ,FLINT,48503,FS2324,Copper,KITCHEN
LG17652,24-Feb-16,Lead,0,Copper,60,MALLERY ST ,FLINT,48504,FS0765,Unknown,KITCHEN
LG17653,24-Feb-16,Lead,6,Copper,0,JACKSON  ,FLINT,48505,FS2284,Copper,
LG17654,24-Feb-16,Lead,48,Copper,430,E DARTMOUTH ,FLINT,48505,FS1289,Copper,
LG17655,24-Feb-16,Lead,4,Copper,0,COPEMAN BLVD ,FLINT,48504,FS0418,Copper,KITCHEN
LG17656,24-Feb-16,Lead,0,Copper,70,BROWNING AVE ,FLINT,48507,FS1698,Copper,KITCHEN
LG17657,24-Feb-16,Lead,17,Copper,70,E LIVINGSTON DR,FLINT,48503,FS1362,Galvanized,KITCHEN
LG17658,24-Feb-16,Lead,4,Copper,0,EDWIN AVE ,FLINT,48505,FS1087,Galvanized,KITCHEN
LG17659,24-Feb-16,Lead,0,Copper,0,W 6TH ST,FLINT,48503,FS2193,Copper,KITCHEN
LG17660,24-Feb-16,Lead,4,Copper,0,CEDAR  ,FLINT,48503,FS1962,Galvanized,KITCHEN
LG17661,24-Feb-16,Lead,0,Copper,0,CRAWFORD ST ,FLINT,48507,FS2514,Copper,KITCHEN
LG17662,24-Feb-16,Lead,2,Copper,0,CLINTON ST ,FLINT,48507,FS2079,Copper,KITCHEN
LG17663,24-Feb-16,Lead,1,Copper,0,E BAKER STREET,FLINT,48505,FS2220,Copper,KITCHEN
LG17664,24-Feb-16,Lead,0,Copper,0,CASSIUS ST ,FLINT,48505,FS1700,Galvanized,KITCHEN
LG17665,24-Feb-16,Lead,0,Copper,0,CRAWFORD ST ,FLINT,48507,FS1668,Copper,KITCHEN
LG17666,24-Feb-16,Lead,19,Copper,120,JACKSON AVE ,FLINT,48505,FS1522,,KITCHEN
LG17667,24-Feb-16,Lead,0,Copper,0,MASON ST ,FLINT,48505,FS1466,Galvanized,KITCHEN
LG17668,24-Feb-16,Lead,7,Copper,70,GREEN ST ,FLINT,48503,FS1900,Galvanized,KITCHEN
LG17669,24-Feb-16,Lead,0,Copper,0,MASON ST ,FLINT,48505,FS1891,Copper,KITCHEN
LG17670,24-Feb-16,Lead,0,Copper,0,HERRICK ST ,FLINT,48532,FS1031,,KITCHEN
LG17671,24-Feb-16,Lead,4,Copper,160,MASON ST ,FLINT,48505,FS1439,Copper,KITCHEN
LG17672,24-Feb-16,Lead,0,Copper,0,MASON ST ,FLINT,48505,FS1627,Copper,KITCHEN
LG17673,24-Feb-16,Lead,1,Copper,0,MASON ST ,FLINT,48505,FS1039,Copper,KITCHEN
LG17674,24-Feb-16,Lead,0,Copper,0,BRANDON  ,FLINT,48503,FS2234,Copper,KITCHEN
LG17675,24-Feb-16,Lead,7,Copper,150,HOGARTH AVE ,FLINT,48503,FS0993,Copper,KITCHEN
LG17676,24-Feb-16,Lead,0,Copper,0,LARCHMONT  ,FLINT,48503,FS1226,Copper,KITCHEN
LG17677,24-Feb-16,Lead,0,Copper,210,ARLENE AVE ,FLINT,48532,FS1586,Copper,KITCHEN
LG17678,24-Feb-16,Lead,4,Copper,0,HOGARTH AVE ,FLINT,48503,FS2188,Lead,KITCHEN
LG17679,24-Feb-16,Lead,0,Copper,0,CLAIRMONT  ,FLINT,48503,FS1127,Copper,KITCHEN
LG17680,24-Feb-16,Lead,7,Copper,50,WHITNEY  ,FLINT,48532,FS1580,Copper,KITCHEN
LG17681,24-Feb-16,Lead,26,Copper,340,LARCHMONT  ,FLINT,48503,FS2657,Copper,KITCHEN
LG17682,24-Feb-16,Lead,3,Copper,380,HOGARTH AVE ,FLINT,48503,FS1014,Lead,KITCHEN
LG17683,24-Feb-16,Lead,0,Copper,0,ARLENE AVE ,FLINT,48532,FS1079,Copper,KITCHEN
LG17684,24-Feb-16,Lead,3,Copper,170,BRANDON ST ,FLINT,48503,FS2228,Galvanized,KITCHEN
LG17685,24-Feb-16,Lead,8,Copper,0,CLAIRMONT  ,FLINT,48503,FS1978,Copper,KITCHEN
LG18068,24-Feb-16,Lead,9,Copper,0,MALLERY  ,FLINT,48505,FS0910,,KITCHEN
LG18069,24-Feb-16,Lead,3,Copper,330,CRESCENT DRIVE ,FLINT,48503,FS1516,,MASTER BATHROOM
LG18070,24-Feb-16,Lead,6,Copper,0,CRESCENT DR ,FLINT,48503,FS1516,,MAIN BATHROOM
LG18071,24-Feb-16,Lead,26,Copper,100,ARROW LN ,FLINT,48507,FS2676,,SERVICE LINE IN BASEMENT
LG18072,24-Feb-16,Lead,0,Copper,0,E MCCLELLAN ST,FLINT,48505,FS1423,,KITCHEN
LG18083,25-Feb-16,Lead,0,Copper,0,BARTA ST ,FLINT,48504,FS0957,,KITCHEN
LG18084,25-Feb-16,Lead,0,Copper,70,AVENUE B ,FLINT,48503,FS1523,Galvanized,KITCHEN
LG18085,25-Feb-16,Lead,0,Copper,50,AVENUE B ,FLINT,48503,FS1128,Copper,KITCHEN
LG18086,25-Feb-16,Lead,0,Copper,0,WINONA ST ,FLINT,48505,FS0416,Copper,KITCHEN
LG18087,25-Feb-16,Lead,0,Copper,70,BARTH ST ,FLINT,48504,FS1665,Galvanized,KITCHEN
LG18088,25-Feb-16,Lead,2,Copper,60,LAWNDALE  ,FLINT,48504,FS1361,Copper,KITCHEN
LG18089,25-Feb-16,Lead,7,Copper,0,AVENUE B ,FLINT,48503,FS2012,Copper,KITCHEN
LG18090,25-Feb-16,Lead,3,Copper,240,GREEN STREET ,FLINT,48503,FS1893,Galvanized,KITCHEN
LG18091,25-Feb-16,Lead,0,Copper,0,BARTH ST ,FLINT,48504,FS0638,Galvanized,KITCHEN
LG18092,25-Feb-16,Lead,7,Copper,50,MACKIN RD ,FLINT,48504,FS0667,Unknown,KITCHEN
LG18093,25-Feb-16,Lead,0,Copper,0,GARLAND  ,FLINT,48503,FS2231,Unknown,KITCHEN
LG18094,25-Feb-16,Lead,7,Copper,200,SENECA  ,FLINT,48504,FS0412,Copper,KITCHEN
LG18095,25-Feb-16,Lead,7,Copper,0,CLINTON ST ,FLINT,48507,FS0246,,KITCHEN
LG18096,25-Feb-16,Lead,5,Copper,0,MALLORY ST ,FLINT,48504,FS0935,Lead,KITCHEN
LG18097,25-Feb-16,Lead,5,Copper,0,MALLERY  ,FLINT,48504,FS0886,Lead,KITCHEN
LG18098,25-Feb-16,Lead,42,Copper,770,BERKLEY AVE ,FLINT,48504,FS0423,Unknown,KITCHEN
LG18099,25-Feb-16,Lead,3,Copper,80,PROSPECT  ,FLINT,48504,FS0407,Unknown,KITCHEN
LG18100,25-Feb-16,Lead,6,Copper,100,MALLERY ST ,FLINT,48504,FS0973,Lead,KITCHEN
LG18101,25-Feb-16,Lead,0,Copper,0,GENESEE  ,FLINT,48504,FS2007,Unknown,KITCHEN
LG18102,25-Feb-16,Lead,0,Copper,0,MACKIN RD ,FLINT,48504,FS0688,Galvanized,KITCHEN
LG18103,25-Feb-16,Lead,0,Copper,0,ASLYUM ST ,FLINT,48503,FS0395,,BATHROOM
LG18104,25-Feb-16,Lead,2,Copper,0,FOREST HILL ,FLINT,48504,FS1892,Copper,KITCHEN
LG18105,25-Feb-16,Lead,3,Copper,90,MACKIN RD ,FLINT,48504,FS0410,Unknown,KITCHEN
LG18106,25-Feb-16,Lead,8,Copper,0,MALLERY  ,FLINT,48504,FS0984,Lead,KITCHEN
LG18107,25-Feb-16,Lead,2,Copper,0,WELCH  ,FLINT,48504,FS0682,Copper,KITCHEN
LG18108,25-Feb-16,Lead,0,Copper,0,WALTER  ,FLINT,48504,FS0870,Copper,KITCHEN
LG18109,25-Feb-16,Lead,172,Copper,490,ALEXANDER STREET ,FLINT,48505,FS2707,Unknown,
LG18110,25-Feb-16,Lead,0,Copper,0,W MCCLELLAN ST,FLINT,48505,FS1532,Copper,BATHROOM
LG18111,25-Feb-16,Lead,2,Copper,0,E ALMA ,FLINT,48505,FS2133,Copper,KITCHEN
LG18112,25-Feb-16,Lead,1,Copper,0,JACKSON APT 1,FLINT,48505,FS1126,Galvanized,KITCHEN
LG18113,25-Feb-16,Lead,3,Copper,110,W GENESEE ST,FLINT,48504,FS2119,Copper,KITCHEN
LG18114,25-Feb-16,Lead,0,Copper,80,PROSPECT ST ,FLINT,48504,FS0403,Unknown,KITCHEN
LG18115,25-Feb-16,Lead,1,Copper,0,E AUSTIN AVE,FLINT,48505,FS1167,Lead,BATHROOM
LG18116,25-Feb-16,Lead,0,Copper,60,W FOSS AVE,FLINT,48505,FS1202,Copper,KITCHEN
LG18117,25-Feb-16,Lead,0,Copper,0,E YORK AVE,FLINT,48505,FS2198,Copper,KITCHEN
LG18118,25-Feb-16,Lead,2,Copper,0,E HOBSON ,FLINT,48505,FS2032,Copper,KITCHEN
LG18119,25-Feb-16,Lead,12,Copper,390,ROBBIE  ,FLINT,48505,FS1141,Copper,KITCHEN
LG18120,25-Feb-16,Lead,0,Copper,70,E ALMA AVE,FLINT,48505,FS2128,Copper,KITCHEN
LG18121,25-Feb-16,Lead,2,Copper,230,E BAKER ,FLINT,48505,FS1363,Galvanized,KITCHEN
LG18122,25-Feb-16,Lead,0,Copper,0,EAST YORK ,FLINT,48505,FS1330,Copper,KITCHEN
LG18123,25-Feb-16,Lead,0,Copper,0,WINTHROP BLVD ,FLINT,48505,FS1415,Copper,KITCHEN
LG18124,25-Feb-16,Lead,3,Copper,200,MARTIN LUTHER KING,FLINT,48505,FS1419,Copper,
LG18125,25-Feb-16,Lead,4,Copper,250,IRENE AVE ,FLINT,48503,FS1691,Galvanized,BATHROOM
LG18126,25-Feb-16,Lead,3,Copper,250,ROBBIE LANE ,FLINT,48505,FS2349,Unknown,KITCHEN
LG18127,25-Feb-16,Lead,2,Copper,0,IRENE AVE ,FLINT,48503,FS2497,Galvanized,KITCHEN
LG18128,25-Feb-16,Lead,0,Copper,0,GRANDY  ,FLINT,48503,FS1975,Copper,KITCHEN
LG18129,25-Feb-16,Lead,10,Copper,280,E YORK ,FLINT,48505,FS1004,Copper,KITCHEN
LG18130,25-Feb-16,Lead,3,Copper,80,W ALMA ,FLINT,48505,FS2195,Copper,KITCHEN
LG18131,25-Feb-16,Lead,0,Copper,0,GREEN ST ,FLINT,48503,FS1519,,KITCHEN
LG18132,25-Feb-16,Lead,7,Copper,50,PROSPECT ST ,FLINT,48504,FS2702,,BATHROOM
LG18133,25-Feb-16,Lead,0,Copper,0,E GENESEE ,FLINT,48505,FS2124,,KITCHEN
LG18134,25-Feb-16,Lead,3,Copper,70,LAWNDALE AVE ,FLINT,48504,FS1520,Galvanized,
LG18135,25-Feb-16,Lead,0,Copper,80,W GENESEE ST,FLINT,48505,FS1480,Copper,KITCHEN
LG18484,26-Feb-16,Lead,0,Copper,0,S CUMBERLAND ,FLINT,48503,FS0180,Copper,BATHROOM
LG18485,26-Feb-16,Lead,0,Copper,0,LINCOLN AVE ,FLINT,48507,FS2474,,KITCHEN
LG18518,26-Feb-16,Lead,1,Copper,50,STARKWEATHER  ,FLINT,48506,FS2127,Copper,KITCHEN
LG18519,26-Feb-16,Lead,1,Copper,0,NEW YORK AVE,FLINT,48506,FS1074,Galvanized,KITCHEN
LG18520,26-Feb-16,Lead,0,Copper,260,JANE AVE ,FLINT,48506,FS1738,Galvanized,KITCHEN
LG18521,26-Feb-16,Lead,1,Copper,0,NEW YORK ,FLINT,48506,FS2355,Copper,KITCHEN
LG18522,26-Feb-16,Lead,0,Copper,0,WOODROW AVE ,FLINT,48506,FS2345,Unknown,KITCHEN
LG18523,26-Feb-16,Lead,0,Copper,0,DALE  ,FLINT,48506,FS1992,Unknown,
LG18524,26-Feb-16,Lead,2,Copper,60,HOLLY AVE ,FLINT,48506,FS1327,Unknown,
LG18525,26-Feb-16,Lead,3,Copper,0,DAKOTA  ,FLINT,48506,FS1059,Copper,KITCHEN
LG18526,26-Feb-16,Lead,0,Copper,0,DALE  ,FLINT,48506,FS2010,,KITCHEN
LG18527,26-Feb-16,Lead,0,Copper,0,  ,FLINT,48506,FS2351,Copper,KITCHEN
LG18528,26-Feb-16,Lead,1,Copper,0,NEW YORK AVE,FLINT,48506,FS1855,Copper,KITCHEN
LG18529,26-Feb-16,Lead,0,Copper,0,HOLLY  ,FLINT,48506,FS1601,Unknown,BATHROOM
LG18530,26-Feb-16,Lead,18,Copper,220,DALE  ,FLINT,48506,FS2009,Copper,BATHROOM
LG18531,26-Feb-16,Lead,0,Copper,0,WOODROW  ,FLINT,48506,FS2233,Copper,KITCHEN
LG18532,26-Feb-16,Lead,4,Copper,90,HOLLY AVE ,FLINT,48506,FS2346,Unknown,
LG18533,26-Feb-16,Lead,0,Copper,0,DALE  ,FLINT,48506,FS2714,,
LG18534,26-Feb-16,Lead,0,Copper,130,  ,FLINT,48503,FS2222,Copper,KITCHEN
LG18535,26-Feb-16,Lead,0,Copper,0,CAMPBELL  ,FLINT,48507,FS2616,Copper,KITCHEN
LG18536,26-Feb-16,Lead,4,Copper,0,LAWNDALE AVE ,FLINT,48504,FS2165,Galvanized,KITCHEN
LG18537,26-Feb-16,Lead,7,Copper,0,PENNSYLVANIA  ,FLINT,48506,FS1682,Copper,KITCHEN
LG18538,26-Feb-16,Lead,2,Copper,0,LAFAYETTE  ,FLINT,48503,FS1983,Copper,KITCHEN
LG18539,26-Feb-16,Lead,10,Copper,80,MAPLEWOOD  ,FLINT,48506,FS2367,Copper,KITCHEN
LG18540,26-Feb-16,Lead,2,Copper,60,E BAKER ,FLINT,48505,FS1980,Galvanized,KITCHEN
LG18541,26-Feb-16,Lead,0,Copper,0,WOODROW AVE ,FLINT,48506,FS1213,Copper,KITCHEN
LG18542,26-Feb-16,Lead,134,Copper,140,W PATERSON ST,FLINT,48503,FS2716,,KITCHEN
LG18543,26-Feb-16,Lead,0,Copper,0,BURROUGHS  ,FLINT,48507,FS1247,Copper,KITCHEN
LG18544,26-Feb-16,Lead,4,Copper,0,MAPLEWOOD  ,FLINT,48506,FS2015,,KITCHEN
LG18545,26-Feb-16,Lead,0,Copper,0,ROBBIE  ,FLINT,48505,FS1007,Copper,KITCHEN
LG18546,26-Feb-16,Lead,0,Copper,0,LAFAYETTE  ,FLINT,48503,FS1897,Copper,KITCHEN
LG18547,26-Feb-16,Lead,5,Copper,110,FERNDALE DR ,FLINT,48503,FS2717,,KITCHEN
LG18548,26-Feb-16,Lead,75,Copper,120,  ,FLINT,,FS1517,Galvanized,KITCHEN
LG18549,26-Feb-16,Lead,1,Copper,150,ROBBIE  ,FLINT,48505,FS1917,Copper,KITCHEN
LG18551,26-Feb-16,Lead,2,Copper,230,JANE  ,FLINT,48506,FS1730,Copper,KITCHEN
LG18552,26-Feb-16,Lead,0,Copper,0,2ND AVE ,FLINT,48503,FS2011,Copper,KITCHEN
LG18553,26-Feb-16,Lead,2,Copper,0,S FRANKLIN AVE,FLINT,48503,FS1417,Copper,KITCHEN
LG18554,26-Feb-16,Lead,4,Copper,200,CLOVERDALE  ,FLINT,48506,FS0565,Copper,KITCHEN
LG18650,27-Feb-16,Lead,0,Copper,0,E JACKSON ,FLINT,48505,FS1206,,KITCHEN
LG18692,28-Feb-16,Lead,44,Copper,60,COLTAGE GROVE AVE,FLINT,48504,FS2631,,BATHROOM
LG18693,28-Feb-16,Lead,2,Copper,0,MATHEWSON  ,FLINT,48504,FS1548,,BATHROOM
LG18694,28-Feb-16,Lead,0,Copper,0,OGEMA  ,FLINT,48507,FS1036,,KITCHEN
LG18700,29-Feb-16,Lead,4,Copper,0,RASROB  ,FLINT,48504,FS2717,,KITCHEN
LG18701,29-Feb-16,Lead,4,Copper,350,N GRAND TRAVERS,FLINT,48503,FS2691,,KITCHEN
LG18702,29-Feb-16,Lead,3,Copper,0,MACKIN RD ,FLINT,48504,FS0357,Copper,BATHROOM
LG18703,29-Feb-16,Lead,0,Copper,80,N GRAND TRAVERS,FLINT,48503,FS2691,,BATHROOM
LG18753,29-Feb-16,Lead,0,Copper,110,MALLERY ST ,FLINT,48504,FS0861,,KITCHEN
LG18754,29-Feb-16,Lead,1,Copper,280,MASON ST ,FLINT,48503,FS2348,,KITCHEN
